[2026-09-03T10:30:59.026Z INFO  gresse::http_server] running CRDT HTTP server
[2026-09-03T10:30:59.027Z INFO  gresse::http_server] listening for HTTP on 0.0.0.0:18080
[2026-09-03T10:30:59.066Z INFO  gresse::replica] replica 178842683849154810 initiating runtime at bind_http=0.0.0.0:18080 bind_internal=0.0.0.0:19080 advertised_internal=13.53.121.51:19080
[2026-09-03T10:30:59.111Z INFO  gresse::object_storage] object storage connection established: backend=s3, bucket=gresse-geo-035351467464-20260903085118-6fb999, region=eu-north-1, endpoint=AWS default endpoint resolution, first_operation=put-create, object_path=acm-sec-geo-churn-20260903T091329Z-d96b4f84/membership/178842683849154810,13.53.121.51:19080,45
[2026-09-03T10:30:59.145Z INFO  gresse::replica] replica 178842683849154810 restored local state from durability journal before startup
[2026-09-03T10:30:59.145Z INFO  gresse::replica] replica 178842683849154810 discovered 183 membership descriptors during init
[2026-09-03T10:30:59.145Z INFO  gresse::replica] replica 178842683849154810 startup completed
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683849155809, address: 13.53.121.51:19081, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683849156808, address: 13.53.121.51:19082, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683849157807, address: 13.53.121.51:19083, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683849158810, address: 13.53.121.51:19084, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683956181210, address: 52.59.198.67:19080, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683956182210, address: 52.59.198.67:19081, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683956183209, address: 52.59.198.67:19082, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683956184208, address: 52.59.198.67:19083, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683956185207, address: 52.59.198.67:19084, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684114090210, address: 34.246.191.174:19080, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684114091210, address: 34.246.191.174:19081, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684114092210, address: 34.246.191.174:19082, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684114093209, address: 34.246.191.174:19083, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684114094208, address: 34.246.191.174:19084, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684286993607, address: 35.179.101.242:19080, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684286994610, address: 35.179.101.242:19081, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684286995610, address: 35.179.101.242:19082, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684286996610, address: 35.179.101.242:19083, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684286997609, address: 35.179.101.242:19084, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684426432108, address: 13.38.47.15:19080, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684426433107, address: 13.38.47.15:19081, final_counter: None }
[2026-09-03T10:30:59.145Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684426434110, address: 13.38.47.15:19082, final_counter: None }
[2026-09-03T10:30:59.145Z WARN  gresse::network] replica 178842683849154810 peer connection attempt failed: could not connect to 13.53.121.51:19081: Connection refused (os error 111)
[2026-09-03T10:30:59.145Z WARN  gresse::network] replica 178842683849154810 peer connection attempt failed: could not connect to 13.53.121.51:19082: Connection refused (os error 111)
[2026-09-03T10:30:59.146Z INFO  gresse::network] replica 178842683849154810 registered bidirectional network channel for replica 178842683849158810
[2026-09-03T10:30:59.146Z INFO  gresse::replica] replica 178842683849154810 established peer replication connection with replica 178842683849158810
[2026-09-03T10:30:59.146Z INFO  gresse::network] replica 178842683849154810 registered bidirectional network channel for replica 178842683849157807
[2026-09-03T10:30:59.146Z INFO  gresse::replica] replica 178842683849154810 established peer replication connection with replica 178842683849157807
