[2026-09-03T10:39:00.229Z INFO  gresse::http_server] running CRDT HTTP server
[2026-09-03T10:39:00.230Z INFO  gresse::http_server] listening for HTTP on 0.0.0.0:18080
[2026-09-03T10:39:00.294Z INFO  gresse::replica] replica 178842683849154810 initiating runtime at bind_http=0.0.0.0:18080 bind_internal=0.0.0.0:19080 advertised_internal=13.53.121.51:19080
[2026-09-03T10:39:00.330Z INFO  gresse::object_storage] object storage connection established: backend=s3, bucket=gresse-geo-035351467464-20260903085118-6fb999, region=eu-north-1, endpoint=AWS default endpoint resolution, first_operation=put-create, object_path=acm-sec-geo-churn-20260903T091329Z-d96b4f84/membership/178842683849154810,13.53.121.51:19080,49
[2026-09-03T10:39:00.369Z INFO  gresse::replica] replica 178842683849154810 restored local state from durability journal before startup
[2026-09-03T10:39:00.369Z INFO  gresse::replica] replica 178842683849154810 discovered 226 membership descriptors during init
[2026-09-03T10:39:00.369Z INFO  gresse::replica] replica 178842683849154810 startup completed
[2026-09-03T10:39:00.369Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683849155809, address: 13.53.121.51:19081, final_counter: None }
[2026-09-03T10:39:00.369Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683849156808, address: 13.53.121.51:19082, final_counter: None }
[2026-09-03T10:39:00.369Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683849157811, address: 13.53.121.51:19083, final_counter: None }
[2026-09-03T10:39:00.369Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683849158811, address: 13.53.121.51:19084, final_counter: None }
[2026-09-03T10:39:00.369Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683956181211, address: 52.59.198.67:19080, final_counter: None }
[2026-09-03T10:39:00.369Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683956182210, address: 52.59.198.67:19081, final_counter: None }
[2026-09-03T10:39:00.369Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683956183209, address: 52.59.198.67:19082, final_counter: None }
[2026-09-03T10:39:00.369Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683956184208, address: 52.59.198.67:19083, final_counter: None }
[2026-09-03T10:39:00.369Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842683956185211, address: 52.59.198.67:19084, final_counter: None }
[2026-09-03T10:39:00.369Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684114090211, address: 34.246.191.174:19080, final_counter: None }
[2026-09-03T10:39:00.369Z INFO  gresse::network] replica 178842683849154810 discovered network member NetworkMember { pid: 178842684114091211, address: 34.246.191.174:19081, final_counter: None }
